id;_string_current_amper
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.02
A1;0.02
A1;0.02
A1;0.02
A1;0.02
A1;0.02
A1;0.02
A1;0.02
A1;0.0
A1;0.0
A1;0.02
A1;0.0
A1;0.0
A1;0.0
A1;0.02
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.02
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.02
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.02
A1;0.02
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.0
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;0.01
A1;
A1;
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.01
A1;0.01
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
A1;0.0
